,0
3104,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
3105,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
3106,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
3107,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
3108,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
3109,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
3110,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
3111,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O
3112,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3113,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3114,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O
3115,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3116,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3117,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3118,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
3119,CC(C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O
3120,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1cccc(n1)C(F)(F)F
3121,FC(F)(F)c1ccc(cc1)C(=O)N1CCC2(CC1)N(CNC2=O)c1ccccc1
3122,COc1cc(cc(OC)c1OC)C(=O)N[C@@H]1CCN(C1)c1nc(ns1)-c1ccccc1
3123,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccccc1
3124,COc1cc(cc(OC)c1OC)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccccc1
3125,FC(F)(F)c1ccc(cc1)C(=O)N1CCC2(CC1)N(CNC2=O)c1cccc(Cl)c1
3126,COc1cc(cc(OC)c1OC)C(=O)N[C@H]1CCN(C1)c1nc(ns1)-c1ccccc1
3127,FC(F)(F)c1ccc(cc1)C(=O)N[C@H]1CCN(C1)c1cccc(n1)C#N
3128,FC(F)(F)c1ccc(cc1)C(=O)N1CCC2(CC1)N(CNC2=O)c1ccccc1Cl
3129,Cc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccc(F)cc1
3130,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1cccc(Cl)c1
3131,Clc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccccc1
3132,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccc(F)cc1
3133,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccc(Cl)cc1
3134,COc1cc(cc(OC)c1OC)C(=O)N[C@H]1CCN(C1)c1nc(cs1)-c1ccccc1
3135,Cc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccccc1
3136,COc1cc(cc(OC)c1OC)C(=O)N1CCC(CC1)N1CCc2ccccc2C1
3137,Fc1ccc(cc1)C(=O)N[C@@H]1CCN(C1)c1nc(cs1)-c1ccccc1Cl
3138,COc1cc(cc(OC)c1OC)C(=O)N[C@H]1CCN(C1)c1nc(cs1)-c1ccccc1Cl
3139,COc1cc(cc(OC)c1OC)C(=O)N1CCC(CC1)N1CCc2ccccc12
3140,OC(=O)c1ccc(cc1)-c1cnc(N2CCOCC2)c2nc(\C=C\c3ccc4ccccc4n3)cn12
3141,Cc1nc([C@@H]2CCOC2)c2c(ncnn12)N1CCc2cnn(C3CC3)c2C1
3142,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccn(C)c(=O)c1
3143,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(=O)n(C)c1
3144,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1cc(=O)n(C)cn1
3145,Cc1nc([C@@H]2CCOC2)c2c(ncnn12)N1CCc2ccc(nc2C1)C1CC1
3146,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(nc1)C(O)=O
3147,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1cnn(C)c1
3148,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(cc1)C(O)=O
3149,OCC1CCN(CC1)c1nccnc1O[C@@H]1C[C@@H](C1)Nc1nc2ccccc2s1
3150,Cc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(=O)n(C)c1
3151,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(=O)n(C)n1
3152,Cc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1cc(=O)n(C)cn1
3153,OCC1CCN(CC1)c1nccnc1OC1CN(C1)c1ccc2ccccc2n1
3154,Cc1nc(-c2ccccc2F)c2c(ncnn12)N1CCc2nc(nc(C)c2C1)C1CC1
3155,Cc1nc([C@H]2CCOC2)c2c(ncnn12)N1CCc2ccc(nc2C1)C1CC1
3156,CC(=O)N1CCC(CC1)c1cccnc1Oc1ccc(Nc2nc3ccccc3s2)cc1
3157,COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(cn1)C(O)=O
3158,Cc1nc([C@@H]2CCOC2)c2c(ncnn12)N1CCc2cnn(C)c2C1
3159,Cc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(nc1)C(O)=O
3160,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C(F)(F)F)c2ccccc12
3161,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(Cl)ccc12
3162,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C(F)(F)F)c2cc(Cl)ccc12
3163,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C#N)c2ccccc12
3164,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(ccc12)C(F)(F)F
3165,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C(F)(F)F)c2cc(F)ccc12
3166,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(F)ccc12
3167,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C(F)(F)F)c2ccc(Cl)cc12
3168,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(ccc12)C(N)=O
3169,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C(F)(F)F)c2ccc(F)cc12
3170,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(Br)ccc12
3171,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3ccccc23)c2ccccc12
3172,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2ccccc12
3173,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(ccc12)C#N
3174,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3ccccc23)c2cc(ccc12)C(F)(F)F
3175,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2ccc(Cl)cc12
3176,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3cc(ccc23)C#N)c2cc(Cl)ccc12
3177,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C)c3ccccc23)c2cc(Cl)ccc12
3178,Cn1cc(C2=C(C(=O)NC2=O)c2cccc(c2)C(F)(F)F)c2cc(ccc12)C(O)=O
3179,Cn1cc(C2=C(C(=O)NC2=O)c2ccc(cc2)C(F)(F)F)c2cc(Cl)ccc12
3180,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13
3181,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
3182,CN[C@H]1C[C@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
3183,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
3184,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
3185,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCOCC1
3186,COc1cc(Nc2ncc(Cl)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
3187,COc1cc(ccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1)N1CCN(C)CC1
3188,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCC1
3189,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N(C)C
3190,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)ccc1N1CCN(C)CC1
3191,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCC(C)CC1
3192,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCCC1
3193,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1C(=O)c2ccccc2C1=O
3194,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCCN(C)CC1
3195,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1
3196,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1C(=O)c2ccccc2NC1=O
3197,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCC(O)CC1
3198,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c14
3199,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c14
3200,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(Cn2ccnc2)cc1
3201,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(N)nc1
3202,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(CN2CCOCC2)cc1
3203,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(Cn2cncn2)cc1
3204,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(F)cc1
3205,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)C1CC1
3206,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(N)cc1
3207,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)C=C
3208,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccco1
3209,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(Cl)cc1
3210,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccccc1
3211,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(cc1)N1CCOCC1
3212,NC(=O)c1nc(Nc2ccc3cc[nH]c3c2)sc1NC(=O)c1ccc(F)cc1
3213,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(CN2CCOCC2)s1
3214,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCOCC1
3215,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(cc1)N1CCNCC1
3216,NC(=O)c1nc(Nc2ccc3ccccc3c2)sc1NC(=O)c1ccc(F)cc1F
3217,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1sc(Nc2ccc3ccccc3c2)nc1C
3218,CN1CCN(CC1)c1ccc(cc1)C(=O)Nc1sc(Nc2ccc3ccccc3c2)nc1C#N
3219,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCNCC1
3220,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(C)(C)O
3221,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCCC(C)(C)O
3222,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(C)(C)C
3223,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCCC(C)(C)C
3224,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NC(C)(C)C
3225,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC1CC1
3226,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(C)(=O)=O
3227,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCOCC1
3228,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCCC(F)(F)F
3229,Cc1cc(ccn1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(C)(C)O
3230,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(F)(F)F
3231,Cc1cc(ccn1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCCC(C)(C)O
3232,Cc1cc(ccn1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(C)(C)C
3233,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC1(O)CCOCC1
3234,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)C(=O)NCCC(C)(C)O
3235,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(N)(=O)=O
3236,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC1CCOCC1
3237,Cc1cc(ccn1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCCC(C)(C)C
3238,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)S(=O)(=O)NCC(C)(C)C#N
3239,Cc1ncc(o1)-c1cc(cnc1N)-c1cc(ccc1C)C(=O)Nc1cccc(c1)C(N)=O
3240,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N1CCN(C)CC1
3241,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
3242,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCOCC1
3243,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCN(C)CC1
3244,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1
3245,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCOCC1
3246,COc1cc(Nc2ncc(Cl)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
3247,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCC1
3248,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(CC1)N(C)C
3249,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCCCC1
3250,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)N1CCC(C1)N1CCN(C)CC1
3251,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1
3252,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCCC1
3253,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1
3254,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)ccc1N1CCN(C)CC1
3255,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)ccc1C(F)(F)F
3256,CN1CCN(CC1)c1ccc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)(C)C)n2)cc1
3257,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCCCC1
3258,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCCCC1
3259,COc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc(OC)c1OC
3260,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
3261,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
3262,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3263,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3264,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3265,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3266,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3267,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
3268,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
3269,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O
3270,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3271,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O
3272,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3273,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
3274,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3275,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3276,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3277,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O
3278,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
3279,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O
3280,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3281,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3282,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(O)=O
3283,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
3284,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3285,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
3286,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
3287,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(N)=O
